  t  | i=1      IO:EXT|10    OQ:2|20    OQ:2|30    IS:2|20    IS:2|30        RM:20         RM:30    OS:EXT|10      IL:10        HC        SC    ITHC        TC  | i=2      IO:1|20    IO:1|30    OQ:EXT|-5    IS:EXT|-5         RM:-5    OS:1|20    OS:1|30          IL:20    IL:30            HC    SC    ITHC    TC
---  -------  -----------  ---------  ---------  ---------  ---------  -----------  ------------  -----------  ---------  --------  --------  ------  --------  -------  ---------  ---------  -----------  -----------  ------------  ---------  ---------  -------------  -------  ------------  ----  ------  ----
 55  |                  4         20         12         25         15  1.66667      -1.77636e-15      4.33333   0.666667   6.66667   0             0   6.66667  |               20         12           32           32   0                   20         12   -5                 -4   0               0      76    76
 56  |                  4         20         12         20         12  1.66667      -1.77636e-15      4         0.666667   6.66667   0             0   6.66667  |               20         12           32           32   0                   20         12   -5                 -4   0               0      76    76
 57  |                  1          5          3         20         12  1.66667       0                1         3.66667   21.6667    0             0  21.6667   |                5          3            8           32   0                   10          7   10                  5  35               0      41    76
 58  |                  5         25         15         10          7  1.24345e-14   0                5         1          5         0             0   5        |               25         15           40           32   0                   25         15    5                  2  16               0      95   111
 59  |                  2         10          6         25         15  1.42109e-14   0                2         4         20         0             0  20        |               10          6           16            8   0                   10          5   -7.10543e-14       -1   0               0      35    35
 60  |                  2         10          6         10          5  1.66667       0                2         3.66667   21.6667    0             0  21.6667   |               10          6           16           40  -3.55271e-15         10          7   15                  8  54               0      41    95
 61  |                  4         20         12         10          7  1.42109e-14   0                4         2         10         0             0  10        |               20         12           32           16   0                   20         12    5                  2  16               0      76    92
 62  |                  5         25         15         20         12  1.42109e-14   0                5         1          5         0             0   5        |               25         15           40           16   0                   15          8  -10                 -7   0               0      54    54
 63  |                  2         10          6         15          8  1.66667       0                2         1.66667   11.6667    0             0  11.6667   |               10          6           16           32   0                   20         12   -8.52651e-14       -1   0               0      76    76
 64  |                  4         20         12         20         12  1.66667       0                4         1.66667   11.6667    0             0  11.6667   |               20         12           32           40   0                   20         13    5                  2  16               0      79    95
 65  |                  3         15          9         20         13  1.42109e-14  -1.77636e-15      3         3         15         0             0  15        |               15          9           24           16   0                   15          8   -9.23706e-14       -1   0               0      54    54
 66  |                  4         20         12         15          8  1.66667       0                4         1.66667   11.6667    0             0  11.6667   |               20         12           32           32   0                   20         12   -9.23706e-14       -1   0               0      76    76
 67  |                  4         20         12         20         12  1.66667       0                4         1.66667   11.6667    0             0  11.6667   |               20         12           32           24   0                   15          9   -5                 -4   0               0      57    57
 68  |                  2         10          6         15          9  1.66667       0                2         2.66667   16.6667    0             0  16.6667   |               10          6           16           32   0                   15         10    5                  2  16               0      60    76
 69  |                  2         10          6         15         10  1.42109e-14   0                2         4         20         0             0  20        |               10          6           16           32   3.55271e-15         10          6   15                  8  54               0      38    92
 70  |                  4         20         12         10          6  1.42109e-14   0                4         2         10         0             0  10        |               20         12           32           16   0                   20         12    5                  2  16               0      76    92
 71  |                  4         20         12         20         12  1.42109e-14   0                4         2         10         0             0  10        |               20         12           32           16   0                   15          8   -5                 -4   0               0      54    54
 72  |                  1          5          3         15          8  1.66667       0                1         3.66667   21.6667    0             0  21.6667   |                5          3            8           32   0                   10          7   10                  5  35               0      41    76
 73  |                  4         20         12         10          7  1.42109e-14   0                4         2         10         0             0  10        |               20         12           32           32   0                   20         12   10                  5  35               0      76   111
 74  |                  3         15          9         20         12  1.42109e-14   0                3         3         15         0             0  15        |               15          9           24            8   0                   15          8   -1.03029e-13       -1   0               0      54    54
 75  |                  3         15          9         15          8  1.66667       0                3         2.66667   16.6667    0             0  16.6667   |               15          9           24           32   0                   15         10    5                  2  16               0      60    76
 76  |                  1          5          3         15         10  1.77636e-14   0                1         5         25         0             0  25        |                5          3            8           24   0                    5          3   15                  8  54               0      19    73
 77  |                  3         15          9          5          3  1.77636e-14   0                3         3         15         0             0  15        |               15          9           24           24   0                   15          9   15                  8  54               0      57   111
 78  |                  2         10          6         15          9  1.42109e-14   0                2         4         20         0             0  20        |               10          6           16            8   0                   10          6   10                  5  35               0      38    73
 79  |                  1          5          3         10          6  1.42109e-14   0                1         5         25         0             0  25        |                5          3            8           24   0                    5          3   20                 11  73               0      19    92
 80  |                  5         25         15          5          3  1.42109e-14   0                5         1          5         0             0   5        |               25         15           40           16   0                   25         15    5                  2  16               0      95   111
 81  |                  1          5          3         25         15  1.42109e-14   0                1         5         25         0             0  25        |                5          3            8            8   0                    5          3    5                  2  16               0      19    35
 82  |                  3         15          9          5          3  1.42109e-14   0                3         3         15         0             0  15        |               15          9           24           40   0                   15          9   15                  8  54               0      57   111
 83  |                  2         10          6         15          9  1.42109e-14   0                2         4         20         0             0  20        |               10          6           16            8   0                   10          6   10                  5  35               0      38    73
 84  |                  5         25         15         10          6  1.42109e-14   0                5         1          5         0             0   5        |               25         15           40           24   0                   25         14   -1.27898e-13       -1   0               0      92    92
 85  |                  3         15          9         25         14  1.66667       0                3         2.66667   16.6667    0             0  16.6667   |               15          9           24           16   0                   10          6   -5                 -4   0               0      38    38
 86  |                  5         25         15         10          6  1.66667       0                4.66667  -0.333333   3.33333   6.66667       0  10        |               25         15           40           40  -3.55271e-15         25         15   -5                 -4   0               0      95    95
 87  |                  4         20         12         25         15  1.66667       0                4.33333   0.666667   6.66667   0             0   6.66667  |               20         12           32           24   1.77636e-15         15          9  -10                 -7   0               0      57    57
 88  |                  3         15          9         15          9  1.66667       0                3         0.666667   6.66667   0             0   6.66667  |               15          9           24           40   3.55271e-15         25         15   -1.3145e-13        -1   0               0      95    95
 89  |                  1          5          3         25         15  1.66667       0                1         4.66667   26.6667    0             0  26.6667   |                5          3            8           32  -1.77636e-15          5          4   15                  8  54               0      22    76
 90  |                  3         15          9          5          4  1.42109e-14   0                3         3         15         0             0  15        |               15          9           24           24   1.77636e-15         15          9   15                  8  54               0      57   111
 91  |                  4         20         12         15          9  1.42109e-14   0                4         2         10         0             0  10        |               20         12           32            8   0                   20         11   -1.24345e-13       -1   0               0      73    73
 92  |                  4         20         12         20         11  1.66667       0                4         1.66667   11.6667    0             0  11.6667   |               20         12           32           24   0                   15          9   -5                 -4   0               0      57    57
 93  |                  2         10          6         15          9  1.66667       0                2         2.66667   16.6667    0             0  16.6667   |               10          6           16           32   0                   15         10    5                  2  16               0      60    76
 94  |                  1          5          3         15         10  1.42109e-14   0                1         5         25         0             0  25        |                5          3            8           32   0                    5          3   20                 11  73               0      19    92
 95  |                  3         15          9          5          3  1.42109e-14   0                3         3         15         0             0  15        |               15          9           24           16   0                   15          9   15                  8  54               0      57   111
 96  |                  1          5          3         15          9  1.06581e-14   0                1         5         25         0             0  25        |                5          3            8            8   0                    5          3   15                  8  54               0      19    73
 97  |                  5         25         15          5          3  1.06581e-14   0                5         1          5         0             0   5        |               25         15           40           24   0                   25         15    5                  2  16               0      95   111
 98  |                  3         15          9         25         15  1.06581e-14   0                3         3         15         0             0  15        |               15          9           24            8   0                   10          5   -5                 -4   0               0      35    35
 99  |                  3         15          9         10          5  1.66667       0                3         1.66667   11.6667    0             0  11.6667   |               15          9           24           40  -3.55271e-15         20         13    5                  2  16               0      79    95
